FNR,KNR,REG,TYP,HA0,LSK,STT,ITT,POS,TER,MAD,SAA
KM 2905 ,357150,DAINX ,A20N,OSL ,L,16.10.2023 09:30:00,16.10.2023 09:19:00,302A,2,GH  ,49
UA 9077 ,358269,DAINX ,A20N,OSL ,L,16.10.2023 09:30:00,16.10.2023 09:19:00,302A,2,GH  ,49
NJE 158 ,368450,,C68A,LBG ,L,16.10.2023 09:30:00,,584S, ,GH  ,97
MBU6468 ,357832,LYMHL ,A320,HER ,S,16.10.2023 09:30:00,16.10.2023 09:44:00,184 ,1,GH  ,88
VS 3850 ,358368,828MH ,B764,ATL ,L,16.10.2023 09:30:00,16.10.2023 09:03:00,162 ,1,GH  ,49
SK 3653 ,358028,DAINX ,A20N,OSL ,L,16.10.2023 09:30:00,16.10.2023 09:19:00,302A,2,SPL ,49
UU 8422 ,358358,FGRHY ,A319,CDG ,L,16.10.2023 09:30:00,16.10.2023 09:50:00,188 ,1,GH  ,49
LH 2457 ,357645,DAINX ,A20N,OSL ,L,16.10.2023 09:30:00,16.10.2023 09:19:00,302A,2,GH  ,49
NH 5431 ,357869,DAINX ,A20N,OSL ,L,16.10.2023 09:30:00,16.10.2023 09:19:00,302A,2,GH  ,49
MK 9448 ,357847,FGRHY ,A319,CDG ,L,16.10.2023 09:30:00,16.10.2023 09:50:00,188 ,1,GH  ,49
MU 1675 ,357860,FGRHY ,A319,CDG ,L,16.10.2023 09:30:00,16.10.2023 09:50:00,188 ,1,SPL ,49
A3 1487 ,356693,DAINX ,A20N,OSL ,L,16.10.2023 09:30:00,16.10.2023 09:19:00,302A,2,GH  ,49
AC 9046 ,356766,DAINX ,A20N,OSL ,L,16.10.2023 09:30:00,16.10.2023 09:19:00,302A,2,SPL ,49
AF 1422 ,356858,FGRHY ,A319,CDG ,L,16.10.2023 09:30:00,16.10.2023 09:50:00,188 ,1,SPL ,49
AF 3631 ,356865,828MH ,B764,ATL ,L,16.10.2023 09:30:00,16.10.2023 09:03:00,162 ,1,SPL ,49
AC 3938 ,371786,69059 ,B764,EWR ,S,16.10.2023 09:35:00,16.10.2023 09:35:00,204A,2,SPL ,88
UA 8886 ,358255,DAIDN ,A321,FCO ,L,16.10.2023 09:35:00,16.10.2023 09:31:00,246 ,2,GH  ,49
JL 9341 ,357121,OHLTU ,A333,HEL ,L,16.10.2023 09:35:00,16.10.2023 09:12:00,117A,1,GH  ,49
SQ 2420 ,358102,9ACQE ,DH8D,SPU ,L,16.10.2023 09:35:00,16.10.2023 09:39:00,348N,2,GH  ,49
LH 5993 ,357729,9ACQE ,DH8D,SPU ,L,16.10.2023 09:35:00,16.10.2023 09:39:00,348N,2,GH  ,49
LH 1873 ,357383,DAIDN ,A321,FCO ,L,16.10.2023 09:35:00,16.10.2023 09:31:00,246 ,2,GH  ,49
LH 7609 ,358817,69059 ,B764,EWR ,S,16.10.2023 09:35:00,16.10.2023 09:35:00,204A,2,GH  ,88
OU 4438 ,357962,9ACQE ,DH8D,SPU ,L,16.10.2023 09:35:00,16.10.2023 09:39:00,348N,2,GH  ,49
EW 9083 ,357068,DAGWO ,A319,DUS ,S,16.10.2023 09:35:00,16.10.2023 09:40:00,185 ,1,SPL ,88
UA 7261 ,358231,9ACQE ,DH8D,SPU ,L,16.10.2023 09:35:00,16.10.2023 09:39:00,348N,2,GH  ,49
LH 5363 ,358772,DAGWO ,A319,DUS ,S,16.10.2023 09:35:00,16.10.2023 09:40:00,185 ,1,GH  ,88
UA  031 ,358217,69059 ,B764,EWR ,S,16.10.2023 09:35:00,16.10.2023 09:35:00,204A,2,GH  ,88
NH 6122 ,357896,DAIDN ,A321,FCO ,L,16.10.2023 09:35:00,16.10.2023 09:31:00,246 ,2,GH  ,49
TP 6871 ,358151,9ACQE ,DH8D,SPU ,L,16.10.2023 09:35:00,16.10.2023 09:39:00,348N,2,SPL ,49
AC 5957 ,358471,69059 ,B764,EWR ,S,16.10.2023 09:35:00,16.10.2023 09:35:00,204A,2,SPL ,88
AC 2998 ,356742,9ACQE ,DH8D,SPU ,L,16.10.2023 09:35:00,16.10.2023 09:39:00,348N,2,SPL ,49
AC 9077 ,356770,DAIDN ,A321,FCO ,L,16.10.2023 09:35:00,16.10.2023 09:31:00,246 ,2,SPL ,49
AY 1401 ,356885,OHLTU ,A333,HEL ,L,16.10.2023 09:35:00,16.10.2023 09:12:00,117A,1,SPL ,49
AC 4006 ,371765,13014 ,B78X,ORD ,L,16.10.2023 09:40:00,16.10.2023 09:47:00,207A,2,SPL ,49
OU 5676 ,371803,EIGED ,CRJ9,CPH ,S,16.10.2023 09:40:00,16.10.2023 09:40:00,341N,2,GH  ,88
LH 1822 ,357431,DAIWJ ,A320,SVQ ,S,16.10.2023 09:40:00,16.10.2023 09:48:00,301B,2,GH  ,88
LH 1973 ,357432,DACNV ,CRJ9,CGN ,L,16.10.2023 09:40:00,16.10.2023 10:39:00,232 ,2,SPL ,49
QR  060 ,357995,A7ALQ ,A359,DOH ,S,16.10.2023 09:40:00,16.10.2023 09:45:00,110 ,1,GH  ,88
UA 9273 ,358301,DAISD ,A321,BCN ,L,16.10.2023 09:40:00,16.10.2023 09:43:00,208 ,2,GH  ,49
AC 9892 ,358581,EIGED ,CRJ9,CPH ,S,16.10.2023 09:40:00,16.10.2023 09:40:00,341N,2,SPL ,88
MH 9222 ,358900,A7ALQ ,A359,DOH ,S,16.10.2023 09:40:00,16.10.2023 09:45:00,110 ,1,GH  ,88
UA 9154 ,358276,DACNV ,CRJ9,CGN ,L,16.10.2023 09:40:00,16.10.2023 10:39:00,232 ,2,GH  ,49
FI 7558 ,358677,EIGED ,CRJ9,CPH ,S,16.10.2023 09:40:00,16.10.2023 09:40:00,341N,2,GH  ,88
KM 2803 ,358703,DAIDK ,A321,MLA ,S,16.10.2023 09:40:00,16.10.2023 10:00:00,210B,2,GH  ,88
SQ 2174 ,358088,DACNV ,CRJ9,CGN ,L,16.10.2023 09:40:00,16.10.2023 10:39:00,232 ,2,GH  ,49
LH 1924 ,357485,DAIDK ,A321,MLA ,S,16.10.2023 09:40:00,16.10.2023 10:00:00,210B,2,GH  ,88
UL 3595 ,359344,A7ALQ ,A359,DOH ,S,16.10.2023 09:40:00,16.10.2023 09:45:00,110 ,1,GH  ,88
SK  662 ,358006,EIGED ,CRJ9,CPH ,S,16.10.2023 09:40:00,16.10.2023 09:40:00,341N,2,SPL ,88
LH 9269 ,357754,13014 ,B78X,ORD ,L,16.10.2023 09:40:00,16.10.2023 09:47:00,207A,2,GH  ,49
VA 6033 ,359350,A7ALQ ,A359,DOH ,S,16.10.2023 09:40:00,16.10.2023 09:45:00,110 ,1,GH  ,88
WY 6240 ,359362,A7ALQ ,A359,DOH ,S,16.10.2023 09:40:00,16.10.2023 09:45:00,110 ,1,GH  ,88
LH 6260 ,358798,EIGED ,CRJ9,CPH ,S,16.10.2023 09:40:00,16.10.2023 09:40:00,341N,2,SPL ,88
TP 7765 ,358190,DAINR ,A20N,DUS ,L,16.10.2023 09:40:00,16.10.2023 09:35:00,220B,2,SPL ,49
EY 3772 ,357077,DAISD ,A321,BCN ,L,16.10.2023 09:40:00,16.10.2023 09:43:00,208 ,2,GH  ,49
TP 7881 ,358200,DACNV ,CRJ9,CGN ,L,16.10.2023 09:40:00,16.10.2023 10:39:00,232 ,2,SPL ,49
LH 1819 ,357353,DAISD ,A321,BCN ,L,16.10.2023 09:40:00,16.10.2023 09:43:00,208 ,2,GH  ,49
UA  953 ,358226,13014 ,B78X,ORD ,L,16.10.2023 09:40:00,16.10.2023 09:47:00,207A,2,GH  ,49
LH 2001 ,357443,DAINR ,A20N,DUS ,L,16.10.2023 09:40:00,16.10.2023 09:35:00,220B,2,GH  ,49
NH 6076 ,357886,DAISD ,A321,BCN ,L,16.10.2023 09:40:00,16.10.2023 09:43:00,208 ,2,GH  ,49
NH 6088 ,357891,DAINR ,A20N,DUS ,L,16.10.2023 09:40:00,16.10.2023 09:35:00,220B,2,GH  ,49
TG 7613 ,358115,DACNV ,CRJ9,CGN ,L,16.10.2023 09:40:00,16.10.2023 10:39:00,232 ,2,GH  ,49
NH 6148 ,357901,DACNV ,CRJ9,CGN ,L,16.10.2023 09:40:00,16.10.2023 10:39:00,232 ,2,GH  ,49
A3 1475 ,356690,DAISD ,A321,BCN ,L,16.10.2023 09:40:00,16.10.2023 09:43:00,208 ,2,GH  ,49
AC 5978 ,356746,13014 ,B78X,ORD ,L,16.10.2023 09:40:00,16.10.2023 09:47:00,207A,2,SPL ,49
AC 9048 ,356767,DACNV ,CRJ9,CGN ,L,16.10.2023 09:40:00,16.10.2023 10:39:00,232 ,2,SPL ,49
AC 9217 ,356783,DAISD ,A321,BCN ,L,16.10.2023 09:40:00,16.10.2023 09:43:00,208 ,2,SPL ,49
EY  005 ,389357,A6BMC ,B78X,,F,16.10.2023 09:40:00,16.10.2023 10:07:00,118 ,,GH  ,88
LH 2483 ,357663,DAIJA ,A20N,LHR ,L,16.10.2023 09:45:00,16.10.2023 09:55:00,244 ,2,GH  ,49
NH 6021 ,358929,DAIWA ,A320,CDG ,S,16.10.2023 09:45:00,16.10.2023 09:52:00,308 ,2,GH  ,88
UA 9244 ,358294,DAILW ,A319,PRG ,L,16.10.2023 09:45:00,16.10.2023 10:05:00,205B,2,GH  ,49
IJM 226 ,380735,DCMHH ,PC24,EDDL,S,16.10.2023 09:45:00,16.10.2023 09:45:00,582S, ,GH  ,88
AP  956F,368451,ECNAB ,B738,MRS ,S,16.10.2023 09:45:00,16.10.2023 09:40:00,183 ,1,SPL ,88
UA 9186 ,359271,DAIWA ,A320,CDG ,S,16.10.2023 09:45:00,16.10.2023 09:52:00,308 ,2,GH  ,88
SQ 2103 ,358076,DAIUG ,A320,MAD ,L,16.10.2023 09:45:00,16.10.2023 09:54:00,310 ,2,GH  ,49
SQ 2131 ,358079,DAILW ,A319,PRG ,L,16.10.2023 09:45:00,16.10.2023 10:05:00,205B,2,GH  ,49
LH 5933 ,357726,SXDVX ,A320,HER ,L,16.10.2023 09:45:00,16.10.2023 09:43:00,311 ,2,GH  ,49
LH 7996 ,357752,229UA ,B772,SFO ,L,16.10.2023 09:45:00,16.10.2023 10:02:00,262 ,2,GH  ,49
LH 2228 ,357465,DAIWA ,A320,CDG ,S,16.10.2023 09:45:00,16.10.2023 09:52:00,308 ,2,GH  ,88
UA 9439 ,358320,DAIBP ,A319,BIO ,L,16.10.2023 09:45:00,16.10.2023 09:46:00,247 ,2,GH  ,49
UX 1515 ,358361,ECOBJ ,B738,MAD ,L,16.10.2023 09:45:00,16.10.2023 09:35:00,120 ,1,GH  ,49
EY 4168 ,357082,DAILW ,A319,PRG ,L,16.10.2023 09:45:00,16.10.2023 10:05:00,205B,2,GH  ,49
EY 4353 ,357083,ECOBJ ,B738,MAD ,L,16.10.2023 09:45:00,16.10.2023 09:35:00,120 ,1,GH  ,49
LH 1689 ,357289,DAILW ,A319,PRG ,L,16.10.2023 09:45:00,16.10.2023 10:05:00,205B,2,GH  ,49
TP 7941 ,358206,DAILW ,A319,PRG ,L,16.10.2023 09:45:00,16.10.2023 10:05:00,205B,2,SPL ,49
EZY8638 ,357090,GEZOM ,A320,LGW ,S,16.10.2023 09:45:00,16.10.2023 09:45:00,111 ,1,SPL ,88
NH 5469 ,357873,DAIBP ,A319,BIO ,L,16.10.2023 09:45:00,16.10.2023 09:46:00,247 ,2,GH  ,49
LH 1831 ,357363,DAIBP ,A319,BIO ,L,16.10.2023 09:45:00,16.10.2023 09:46:00,247 ,2,GH  ,49
SQ 2238 ,359112,DAIWA ,A320,CDG ,S,16.10.2023 09:45:00,16.10.2023 09:52:00,308 ,2,GH  ,88
OS 7446 ,357946,DAIUG ,A320,MAD ,L,16.10.2023 09:45:00,16.10.2023 09:54:00,310 ,2,SPL ,49
LH 1807 ,357342,DAIUG ,A320,MAD ,L,16.10.2023 09:45:00,16.10.2023 09:54:00,310 ,2,GH  ,49
NH 6068 ,357884,DAILW ,A319,PRG ,L,16.10.2023 09:45:00,16.10.2023 10:05:00,205B,2,GH  ,49
NH 6096 ,357893,DAIUG ,A320,MAD ,L,16.10.2023 09:45:00,16.10.2023 09:54:00,310 ,2,GH  ,49
UA  194 ,358222,229UA ,B772,SFO ,L,16.10.2023 09:45:00,16.10.2023 10:02:00,262 ,2,GH  ,49
TP 7412 ,358156,SXDVX ,A320,HER ,L,16.10.2023 09:45:00,16.10.2023 09:43:00,311 ,2,SPL ,49
CA 6028 ,356918,DAIUG ,A320,MAD ,L,16.10.2023 09:45:00,16.10.2023 09:54:00,310 ,2,GH  ,49
AC 5600 ,356744,229UA ,B772,SFO ,L,16.10.2023 09:45:00,16.10.2023 10:02:00,262 ,2,SPL ,49
AC 9181 ,356778,DAIUG ,A320,MAD ,L,16.10.2023 09:45:00,16.10.2023 09:54:00,310 ,2,SPL ,49
AC 9193 ,356780,DAILW ,A319,PRG ,L,16.10.2023 09:45:00,16.10.2023 10:05:00,205B,2,SPL ,49
AC 9374 ,356800,DAIBP ,A319,BIO ,L,16.10.2023 09:45:00,16.10.2023 09:46:00,247 ,2,SPL ,49
AM 6900 ,356878,ECOBJ ,B738,MAD ,L,16.10.2023 09:45:00,16.10.2023 09:35:00,120 ,1,GH  ,49
A3  432 ,356666,SXDVX ,A320,HER ,L,16.10.2023 09:45:00,16.10.2023 09:43:00,311 ,2,GH  ,49
ENT 512 ,357042,SPEXC ,B38M,DEB ,S,16.10.2023 09:50:00,16.10.2023 09:45:00,135 ,1,GH  ,88
LH 2505 ,357672,DAIUH ,A320,MAN ,L,16.10.2023 09:50:00,16.10.2023 10:09:00,313 ,2,GH  ,49
LH 2513 ,357677,DAILT ,A319,BHX ,L,16.10.2023 09:50:00,16.10.2023 09:58:00,322 ,2,GH  ,49
VY 1813 ,358371,ECMVD ,A320,BCN ,S,16.10.2023 09:50:00,16.10.2023 09:50:00,121 ,1,SPL ,88
IB 5083 ,358687,ECMVD ,A320,BCN ,S,16.10.2023 09:50:00,16.10.2023 09:50:00,121 ,1,SPL ,88
LH  481 ,357211,DAIXP ,A359,DEN ,L,16.10.2023 09:50:00,16.10.2023 09:51:00,251B,2,GH  ,43
QR 4703 ,359028,ECMVD ,A320,BCN ,S,16.10.2023 09:50:00,16.10.2023 09:50:00,121 ,1,GH  ,88
NJE 836 ,358974,,C68A,LHA ,S,16.10.2023 09:50:00,,, ,GH  ,97
UA 9458 ,358325,DAIXP ,A359,DEN ,L,16.10.2023 09:50:00,16.10.2023 09:51:00,251B,2,GH  ,49
OS 7376 ,357937,DAIUH ,A320,MAN ,L,16.10.2023 09:50:00,16.10.2023 10:09:00,313 ,2,SPL ,49
NH 5425 ,357866,DAILT ,A319,BHX ,L,16.10.2023 09:50:00,16.10.2023 09:58:00,322 ,2,GH  ,49
NH 5427 ,357867,DAIUH ,A320,MAN ,L,16.10.2023 09:50:00,16.10.2023 10:09:00,313 ,2,GH  ,49
UA 8753 ,358239,DAIUH ,A320,MAN ,L,16.10.2023 09:50:00,16.10.2023 10:09:00,313 ,2,GH  ,49
TP 7607 ,358171,DAILT ,A319,BHX ,L,16.10.2023 09:50:00,16.10.2023 09:58:00,322 ,2,SPL ,49
KM 2863 ,357147,DAILA ,A319,HAJ ,L,16.10.2023 09:55:00,16.10.2023 10:20:00,328 ,2,GH  ,49
UA 9160 ,358277,DAILA ,A319,HAJ ,L,16.10.2023 09:55:00,16.10.2023 10:20:00,328 ,2,GH  ,49
AI 7918 ,358588,SPLIQ ,E75S,WAW ,S,16.10.2023 09:55:00,16.10.2023 09:55:00,245 ,2,GH  ,88
NH 6703 ,358963,SPLIQ ,E75S,WAW ,S,16.10.2023 09:55:00,16.10.2023 09:55:00,245 ,2,GH  ,88
OU 5856 ,359021,SPLIQ ,E75S,WAW ,S,16.10.2023 09:55:00,16.10.2023 09:55:00,245 ,2,GH  ,88
LH 2091 ,357488,DAILA ,A319,HAJ ,L,16.10.2023 09:55:00,16.10.2023 10:20:00,328 ,2,GH  ,49
LO  352 ,357793,SPLIQ ,E75S,WAW ,S,16.10.2023 09:55:00,16.10.2023 09:55:00,245 ,2,GH  ,88
SQ 2167 ,358087,DAILA ,A319,HAJ ,L,16.10.2023 09:55:00,16.10.2023 10:20:00,328 ,2,GH  ,49
LG 1235 ,358720,SPLIQ ,E75S,WAW ,S,16.10.2023 09:55:00,16.10.2023 09:55:00,245 ,2,SPL ,88
TP 7811 ,358194,DAILA ,A319,HAJ ,L,16.10.2023 09:55:00,16.10.2023 10:20:00,328 ,2,SPL ,49
NH 6032 ,357880,DAILA ,A319,HAJ ,L,16.10.2023 09:55:00,16.10.2023 10:20:00,328 ,2,GH  ,49
SQ 2352 ,359116,SPLIQ ,E75S,WAW ,S,16.10.2023 09:55:00,16.10.2023 09:55:00,245 ,2,GH  ,88
TG 7661 ,358118,DAILA ,A319,HAJ ,L,16.10.2023 09:55:00,16.10.2023 10:20:00,328 ,2,GH  ,49
LH 5720 ,358785,SPLIQ ,E75S,WAW ,S,16.10.2023 09:55:00,16.10.2023 09:55:00,245 ,2,GH  ,88
A3 1519 ,356698,DAILA ,A319,HAJ ,L,16.10.2023 09:55:00,16.10.2023 10:20:00,328 ,2,GH  ,49
AC 9054 ,356768,DAILA ,A319,HAJ ,L,16.10.2023 09:55:00,16.10.2023 10:20:00,328 ,2,SPL ,49
EY  005 ,389358,A6BMC ,B78X,,N,16.10.2023 09:55:00,16.10.2023 10:17:00,110 ,,GH  ,49
UA 8824 ,358248,DAIJJ ,A20N,BUD ,L,16.10.2023 10:00:00,16.10.2023 10:09:00,301B,2,GH  ,49
UA 9082 ,358270,DAIRL ,A321,HAM ,L,16.10.2023 10:00:00,16.10.2023 10:28:00,210B,2,GH  ,49
NH 6214 ,358962,DAIZC ,A320,FRA ,S,16.10.2023 10:00:00,16.10.2023 10:05:00,215A,2,GH  ,88
UA 9183 ,359269,DAIZC ,A320,FRA ,S,16.10.2023 10:00:00,16.10.2023 10:05:00,215A,2,GH  ,88
LH 1675 ,357279,DAIJJ ,A20N,BUD ,L,16.10.2023 10:00:00,16.10.2023 10:09:00,301B,2,GH  ,49
LH  101 ,357169,DAIZC ,A320,FRA ,S,16.10.2023 10:00:00,16.10.2023 10:05:00,215A,2,SPL ,88
UA 9296 ,358306,DAIZP ,A320,BER ,L,16.10.2023 10:00:00,16.10.2023 10:44:00,223B,2,GH  ,49
LH 2051 ,357466,DAIRL ,A321,HAM ,L,16.10.2023 10:00:00,16.10.2023 10:28:00,210B,2,GH  ,49
EY 3779 ,357078,DAIJJ ,A20N,BUD ,L,16.10.2023 10:00:00,16.10.2023 10:09:00,301B,2,GH  ,49
NH 5862 ,357875,DAIJJ ,A20N,BUD ,L,16.10.2023 10:00:00,16.10.2023 10:09:00,301B,2,GH  ,49
SQ 2225 ,359111,DAIZC ,A320,FRA ,S,16.10.2023 10:00:00,16.10.2023 10:05:00,215A,2,GH  ,88
LH 1789 ,357332,DAIWF ,A320,OPO ,L,16.10.2023 10:00:00,16.10.2023 10:01:00,248A,2,GH  ,49
TP 7981 ,358212,DAIJJ ,A20N,BUD ,L,16.10.2023 10:00:00,16.10.2023 10:09:00,301B,2,SPL ,49
NH 6086 ,357890,DAIZP ,A320,BER ,L,16.10.2023 10:00:00,16.10.2023 10:44:00,223B,2,GH  ,49
NH 6092 ,357892,DAIRL ,A321,HAM ,L,16.10.2023 10:00:00,16.10.2023 10:28:00,210B,2,GH  ,49
TP 6697 ,358147,DAIWF ,A320,OPO ,L,16.10.2023 10:00:00,16.10.2023 10:01:00,248A,2,SPL ,49
TP 7689 ,358180,DAIRL ,A321,HAM ,L,16.10.2023 10:00:00,16.10.2023 10:28:00,210B,2,SPL ,49
TP 7705 ,358183,DAIZP ,A320,BER ,L,16.10.2023 10:00:00,16.10.2023 10:44:00,223B,2,SPL ,49
A3 1574 ,356707,DAIRL ,A321,HAM ,L,16.10.2023 10:00:00,16.10.2023 10:28:00,210B,2,GH  ,49
A3 1591 ,356711,DAIZP ,A320,BER ,L,16.10.2023 10:00:00,16.10.2023 10:44:00,223B,2,GH  ,49
AC 9055 ,356769,DAIJJ ,A20N,BUD ,L,16.10.2023 10:00:00,16.10.2023 10:09:00,301B,2,SPL ,49
AC 9292 ,356789,DAIWF ,A320,OPO ,L,16.10.2023 10:00:00,16.10.2023 10:01:00,248A,2,SPL ,49
LH 1929 ,357409,DAIZP ,A320,BER ,L,16.10.2023 10:00:00,16.10.2023 10:44:00,223B,2,GH  ,49
EY  005 ,386524,A6BMC ,B78X,,F,16.10.2023 10:05:00,,118 ,,GH  ,99
AC 3871 ,371764,648UA ,B763,IAH ,L,16.10.2023 10:05:00,16.10.2023 09:39:00,164 ,2,SPL ,49
SN 7051 ,358052,DAIUC ,A320,BRU ,L,16.10.2023 10:05:00,16.10.2023 10:31:00,312 ,2,SPL ,49
SQ 2153 ,358081,DAIUC ,A320,BRU ,L,16.10.2023 10:05:00,16.10.2023 10:31:00,312 ,2,GH  ,49
SQ 2157 ,358083,EIHID ,CRJX,VIE ,L,16.10.2023 10:05:00,16.10.2023 10:41:00,513S,2,GH  ,49
LH 9241 ,357753,648UA ,B763,IAH ,L,16.10.2023 10:05:00,16.10.2023 09:39:00,164 ,2,GH  ,49
TP 7839 ,358198,EIHID ,CRJX,VIE ,L,16.10.2023 10:05:00,16.10.2023 10:41:00,513S,2,SPL ,49
OS 7231 ,357929,EIHID ,CRJX,VIE ,L,16.10.2023 10:05:00,16.10.2023 10:41:00,513S,2,SPL ,49
LH 2283 ,357568,DAIUC ,A320,BRU ,L,16.10.2023 10:05:00,16.10.2023 10:31:00,312 ,2,GH  ,49
UA  102 ,358218,648UA ,B763,IAH ,L,16.10.2023 10:05:00,16.10.2023 09:39:00,164 ,2,GH  ,49
LH 2325 ,357590,EIHID ,CRJX,VIE ,L,16.10.2023 10:05:00,16.10.2023 10:41:00,513S,2,SPL ,49
NH 6084 ,357889,DAIUC ,A320,BRU ,L,16.10.2023 10:05:00,16.10.2023 10:31:00,312 ,2,GH  ,49
NH 7883 ,357911,EIHID ,CRJX,VIE ,L,16.10.2023 10:05:00,16.10.2023 10:41:00,513S,2,GH  ,49
A3 1552 ,356704,DAIUC ,A320,BRU ,L,16.10.2023 10:05:00,16.10.2023 10:31:00,312 ,2,GH  ,49
AC 5988 ,356748,648UA ,B763,IAH ,L,16.10.2023 10:05:00,16.10.2023 09:39:00,164 ,2,SPL ,49
AC 9327 ,356793,DAIUC ,A320,BRU ,L,16.10.2023 10:05:00,16.10.2023 10:31:00,312 ,2,SPL ,49
AC 9683 ,356847,EIHID ,CRJX,VIE ,L,16.10.2023 10:05:00,16.10.2023 10:41:00,513S,2,SPL ,49
EN 8269 ,357016,IADJS ,E195,MXP ,L,16.10.2023 10:10:00,16.10.2023 11:13:00,516S,2,SPL ,49
UA 8915 ,358259,,E195,ZRH ,L,16.10.2023 10:10:00,,,2,GH  ,03
XQ  714 ,358410,TCSOO ,B738,ESB ,L,16.10.2023 10:10:00,16.10.2023 10:27:00,184 ,1,SPL ,49
LH 9585 ,357784,TCSOO ,B738,ESB ,L,16.10.2023 10:10:00,16.10.2023 10:27:00,184 ,1,SPL ,49
LX 3618 ,357817,,E195,ZRH ,L,16.10.2023 10:10:00,,,2,SPL ,03
SQ 2125 ,358077,,E195,ZRH ,L,16.10.2023 10:10:00,,,2,GH  ,03
LH  098 ,357170,DAIZT ,A320,FRA ,L,16.10.2023 10:10:00,16.10.2023 10:36:00,204A,2,SPL ,49
LH  475 ,357207,DAIVD ,A359,YUL ,L,16.10.2023 10:10:00,16.10.2023 10:20:00,214 ,2,GH  ,49
LH 9513 ,357779,IADJS ,E195,MXP ,L,16.10.2023 10:10:00,16.10.2023 11:13:00,516S,2,SPL ,49
UA 8767 ,358243,DAIZT ,A320,FRA ,L,16.10.2023 10:10:00,16.10.2023 10:36:00,204A,2,GH  ,49
NH 6059 ,357883,DAIZT ,A320,FRA ,L,16.10.2023 10:10:00,16.10.2023 10:36:00,204A,2,GH  ,49
NH 6098 ,357894,,E195,ZRH ,L,16.10.2023 10:10:00,,,2,GH  ,03
LH 2367 ,357598,IADJL ,E195,ZRH ,L,16.10.2023 10:10:00,16.10.2023 11:02:00,515S,2,SPL ,48
CA 6101 ,356919,DAIZT ,A320,FRA ,L,16.10.2023 10:10:00,16.10.2023 10:36:00,204A,2,GH  ,49
AC 7357 ,356760,IADJS ,E195,MXP ,L,16.10.2023 10:10:00,16.10.2023 11:13:00,516S,2,SPL ,49
AC 9006 ,356762,DAIZT ,A320,FRA ,L,16.10.2023 10:10:00,16.10.2023 10:36:00,204A,2,SPL ,49
AC 9098 ,356773,DAIVD ,A359,YUL ,L,16.10.2023 10:10:00,16.10.2023 10:20:00,214 ,2,SPL ,49
AC 9126 ,356774,,E195,ZRH ,L,16.10.2023 10:10:00,,,2,SPL ,03
UA 9482 ,371782,,A20N,NCE ,L,16.10.2023 10:15:00,,,2,GH  ,03
LH 2485 ,357665,DAINT ,A20N,LHR ,L,16.10.2023 10:15:00,16.10.2023 10:06:00,217B,2,GH  ,49
UA 8884 ,358254,DAINT ,A20N,LHR ,L,16.10.2023 10:15:00,16.10.2023 10:06:00,217B,2,GH  ,49
UA 8957 ,358265,DAIEH ,A21N,LIS ,L,16.10.2023 10:15:00,16.10.2023 10:29:00,301A,2,GH  ,49
MK 9401 ,358901,FGRHY ,A319,CDG ,S,16.10.2023 10:15:00,16.10.2023 10:49:00,188 ,1,GH  ,88
AM 5737 ,358595,FGRHY ,A319,CDG ,S,16.10.2023 10:15:00,16.10.2023 10:49:00,188 ,1,GH  ,88
OU 5456 ,359018,DAIRX ,A321,HAM ,S,16.10.2023 10:15:00,16.10.2023 10:15:00,202B,2,GH  ,88
SQ 2858 ,358105,SXNAB ,A21N,ATH ,L,16.10.2023 10:15:00,16.10.2023 10:36:00,311 ,2,GH  ,49
LH  495 ,357213,DAIXE ,A359,YYZ ,L,16.10.2023 10:15:00,16.10.2023 10:16:00,255 ,2,GH  ,49
XQ  135 ,358409,LYNVL ,A320,AYT ,S,16.10.2023 10:15:00,16.10.2023 11:05:00,112 ,1,SPL ,88
LH 2056 ,358736,DAIRX ,A321,HAM ,S,16.10.2023 10:15:00,16.10.2023 10:15:00,202B,2,GH  ,88
SQ 2025 ,358072,,A20N,NCE ,L,16.10.2023 10:15:00,,,2,GH  ,03
LH 5917 ,357723,SXNAB ,A21N,ATH ,L,16.10.2023 10:15:00,16.10.2023 10:36:00,311 ,2,GH  ,49
UU 8423 ,359345,FGRHY ,A319,CDG ,S,16.10.2023 10:15:00,16.10.2023 10:49:00,188 ,1,GH  ,88
WS 5048 ,359356,FGRHY ,A319,CDG ,S,16.10.2023 10:15:00,16.10.2023 10:49:00,188 ,1,GH  ,88
DL 8394 ,358660,FGRHY ,A319,CDG ,S,16.10.2023 10:15:00,16.10.2023 10:49:00,188 ,1,GH  ,88
LH 2271 ,357560,DAIBF ,A319,NCE ,L,16.10.2023 10:15:00,16.10.2023 10:43:00,329 ,2,GH  ,48
OU 4431 ,357963,9ACQE ,DH8D,OSI ,S,16.10.2023 10:15:00,16.10.2023 10:27:00,348N,2,GH  ,88
A3 1569 ,358447,DAIRX ,A321,HAM ,S,16.10.2023 10:15:00,16.10.2023 10:15:00,202B,2,GH  ,88
OS 7346 ,357934,DAIEH ,A21N,LIS ,L,16.10.2023 10:15:00,16.10.2023 10:29:00,301A,2,SPL ,49
LH 1781 ,357326,DAIEH ,A21N,LIS ,L,16.10.2023 10:15:00,16.10.2023 10:29:00,301A,2,GH  ,49
LH 2301 ,357573,DACNJ ,CRJ9,AMS ,L,16.10.2023 10:15:00,16.10.2023 10:46:00,341N,2,SPL ,49
